"WE","Eigentümer","Anteile 1/1000","Pers.Zahl","Mieter","Mieter historisch","Bemerkungen","Sonstiges","Eigentümer historisch"
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
In der Tat
